Organism_ID,Pit,Phylum,Organism,code
1400053.0,4.152123066807578,Bacteroidetes,Bacteroidales bacterium CF (Strain: CF),29
1400520.0,4.139197453238014,Firmicutes,Lactobacillus fabifermentans T30PCM01 (Strain: T30PCM01),40
1400861.0,4.111226495078093,Proteobacteria,Candidatus Contendobacter odensis Run_B_J11 (Strain: Run_B_J11),1
1400863.0,4.101781605558045,Proteobacteria,Candidatus Competibacter denitrificans Run_A_D11 (Strain: Run_A_D11),1
1400869.0,4.149761989271918,Firmicutes,Lysinibacillus sphaericus CBAM5 (Strain: CBAM5),40
1400979.0,4.161672264313761,Bacteroidetes,Pontibacter diazotrophicus (Strain: H4X),29
1401062.0,4.192056897672221,Bacteroidetes,Prevotella timonensis S9-PR14 (Strain: S9-PR14),29
1401064.0,4.0854019397796835,Actinobacteria,Corynebacterium tuscaniense DNF00037 (Strain: DNF00037),48
1401065.0,4.139042471497717,Proteobacteria,Oligella urethralis DNF00040 (Strain: DNF00040),1
1401066.0,4.17295203807537,Bacteroidetes,Prevotella amnii DNF00058 (Strain: DNF00058),29
1401067.0,4.160512911700879,Firmicutes,Veillonella montpellierensis DNF00314 (Strain: DNF00314),40
1401068.0,4.179423555658164,Bacteroidetes,Prevotella bivia DNF00320 (Strain: DNF00320),29
1401070.0,4.116922326841399,Firmicutes,Peptoniphilus lacrimalis DNF00528 (Strain: DNF00528),40
1401073.0,4.18381904159596,Bacteroidetes,Prevotella melaninogenica DNF00666 (Strain: DNF00666),29
1401074.0,4.191466045031799,Bacteroidetes,Prevotella buccalis DNF00853 (Strain: DNF00853),29
1401075.0,4.177895762755279,Bacteroidetes,Prevotella disiens DNF00882 (Strain: DNF00882),29
1401077.0,4.187498428357156,Bacteroidetes,Prevotella denticola DNF00960 (Strain: DNF00960),29
1401079.0,4.1434266197846545,Firmicutes,Mogibacterium timidum ATCC 33093 (Strain: ATCC 33093),40
1401087.0,4.138235724144377,Proteobacteria,Dickeya aquatica (Strain: 174/2),1
1401256.0,4.130598646008159,Proteobacteria,Xylella fastidiosa MUL0034 (Strain: MUL0034),1
1401257.0,4.062633499965311,Proteobacteria,Xanthomonas citri pv. glycines str. 8ra (Strain: 8ra),1
1401327.0,4.160503690500642,Proteobacteria,Shigella dysenteriae WRSd3 (Strain: WRSd3),1
1401639.0,4.1615655545816495,Proteobacteria,Acinetobacter baumannii NCGM 237 (Strain: NCGM 237),1
1401690.0,4.037429151077136,Actinobacteria,Mycobacterium avium subsp. silvaticum ATCC 49884 (Strain: ATCC 49884),48
1402135.0,4.088963921942022,Proteobacteria,Sulfitobacter pseudonitzschiae (Strain: SMR1),1
1402163.0,4.127701978002254,Proteobacteria,Wolbachia endosymbiont wPip_Mol of Culex molestus (Strain: wPip_Mol),1
1402545.0,4.071096220513243,Proteobacteria,Pseudomonas aeruginosa BL04 (Strain: BL04),1
1402860.0,4.143478850078978,Firmicutes,Bacillus enclensis (Strain: SGD-1123),40
1402861.0,4.144890397055995,Firmicutes,Bacillus filamentosus (Strain: SGD-14),40
1402976.0,4.15641596474361,Proteobacteria,Bartonella quintana JK 73 (Strain: JK 73),1
1403190.0,4.170949822511017,Fungi,Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1) (Strain: ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1),74
1403243.0,4.144138518386841,Firmicutes,Bacillus canaveralius (Strain: M8-28),40
1403320.0,4.158080887715372,Proteobacteria,Alteromonadaceae bacterium 2753L.S.0a.02 (Strain: 2753L.S.0a.02),1
1403336.0,4.167953750573421,Bacteroidetes,Porphyromonas gingivalis AJW4 (Strain: AJW4),29
1403346.0,4.101444198074701,Proteobacteria,Pseudomonas xanthomarina DSM 18231 (Strain: DSM 18231),1
1403449.0,4.135112213997977,Firmicutes,Streptococcus equi subsp. zooepidemicus CY (Strain: CY),40
1403537.0,4.107994399537691,Firmicutes,Fervidicella metallireducens AeB (Strain: AeB),40
1403540.0,4.092937243255666,Proteobacteria,Halomonas sp. BC04 (Strain: BC04),1
1403937.0,4.131430018494094,Firmicutes,Streptococcus sp. DORA_10 (Strain: DORA_10),40
1403939.0,4.0105825244985045,Actinobacteria,Actinomyces urogenitalis DORA_12 (Strain: DORA_12),48
1403941.0,4.104052815058456,Firmicutes,Clostridium butyricum DORA_1 (Strain: DORA_1),40
1403943.0,4.159314268674073,Proteobacteria,Escherichia coli DORA_A_5_14_21 (Strain: DORA_A_5_14_21),1
1403945.0,4.141772045155077,Firmicutes,Negativicoccus succinicivorans DORA_17_25 (Strain: DORA_17_25),40
1403946.0,4.137197899057794,Firmicutes,Streptococcus anginosus DORA_7 (Strain: DORA_7),40
1403947.0,4.133017025970796,Firmicutes,Streptococcus parasanguinis DORA_23_24 (Strain: DORA_23_24),40
1403948.0,4.115471923152877,Actinobacteria,Varibaculum cambriense DORA_20 (Strain: DORA_20),48
1403949.0,4.154878226673955,Firmicutes,Veillonella dispar DORA_11 (Strain: DORA_11),40
1404245.0,4.039823772292998,Actinobacteria,Corynebacterium glyciniphilum AJ 3170 (Strain: AJ 3170),48
1404367.0,4.084249986347162,Proteobacteria,Bradyrhizobium sp. 3 85S1MB (Strain: 85S1MB),1
1404768.0,4.082107123185403,Proteobacteria,Bradyrhizobium sp. 2 39S1MB (Strain: 39S1MB),1
1404864.0,4.084088113966759,Proteobacteria,Bradyrhizobium sp. 58S1 (Strain: 58S1),1
1405293.0,4.160429203928588,Proteobacteria,Escherichia coli ATCC BAA-2209 (Strain: ATCC BAA-2209),1
1405396.0,4.155918801032949,Chlamydiae,Chlamydia ibidis (Strain: 10_1398_11),14
1406225.0,4.049877013062674,Proteobacteria,Archangium violaceum Cb vi76 (Strain: Cb vi76),1
1406431.0,4.082800675960258,Proteobacteria,Massilia sp. WF1 (Strain: WF1),1
1406840.0,4.150599637241023,Bacteroidetes,Flavobacterium beibuense F44-8 (Strain: F44-8),29
1406857.0,4.142828693667737,Firmicutes,Geobacillus thermoleovorans B23 (Strain: B23),40
1406863.0,4.143804816777084,Firmicutes,Staphylococcus aureus subsp. aureus Z172 (Strain: Z172),40
1406902.0,4.150115830065792,Proteobacteria,Salinivibrio sp. KP-1 (Strain: KP-1),1
1407017.0,4.087068140079033,Firmicutes,Clostridium botulinum B str. Osaka05 (Strain: Osaka05),40
1407055.0,4.146603475715155,Thaumarchaeota,Candidatus Nitrosotenuis uzonensis (Strain: N4),65
1407071.0,4.1612503640162,Proteobacteria,Acinetobacter sp. TGL-Y2 (Strain: TGL-Y2),1
1407463.0,4.122589078836519,Proteobacteria,Helicobacter pylori BM012S (Strain: BM012S),1
1407499.0,4.016117332666959,Euryarchaeota,Halobacterium hubeiense (Strain: JI20-1),63
1407559.0,3.9658961150003527,Actinobacteria,Glycomyces fuscus (Strain: TRM49117),48
1408103.0,4.141233112201803,Firmicutes,Bacillus campisalis (Strain: SA2-6),40
1408157.0,4.158904975254943,Fungi,Coniochaeta ligniaria NRRL 30616 (Strain: NRRL 30616),74
1408163.0,4.158116807854232,Fungi,Rasamsonia emersonii CBS 393.64 (Strain: CBS 393.64),74
1408164.0,4.118554755779636,Proteobacteria,Betaproteobacteria bacterium MOLA814 (Strain: MOLA814),1
1408186.0,4.1409512881358435,Firmicutes,Lactobacillus johnsonii N6.2 (Strain: N6.2),40
1408188.0,4.126435026958016,Firmicutes,Lactococcus lactis RTB018 (Strain: RTB018),40
1408189.0,4.0767967306433786,Actinobacteria,Corynebacterium lactis RW2-5 (Strain: RW2-5),48
1408204.0,4.112996570280776,Elusimicrobia,Candidatus Endomicrobium trichonymphae (Strain: Rs-D17),11
1408223.0,4.090971762152464,Proteobacteria,Rhizobium leguminosarum bv. phaseoli CCGM1 (Strain: CCGM1),1
1408224.0,4.0831133970878115,Proteobacteria,Sinorhizobium americanum CCGM7 (Strain: CCGM7),1
1408226.0,4.143352883293917,Firmicutes,Vagococcus lutrae LBD1 (Strain: LBD1),40
1408250.0,3.9224002112176013,Actinobacteria,Cellulomonas cellasea DSM 20118 (Strain: DSM 20118),48
1408254.0,4.150786177653853,Firmicutes,Brevibacillus panacihumi W25 (Strain: W25),40
1408281.0,4.1002309000832975,Elusimicrobia,Endomicrobium proavitum (Strain: Rsa215),11
1408282.0,4.143095178133538,Firmicutes,Geobacillus sp. MAS1 (Strain: MAS1),40
1408283.0,4.088167318289181,Firmicutes,Clostridium botulinum CDC_1436 (Strain: CDC_1436),40
1408284.0,4.088162701842418,Firmicutes,Clostridium botulinum Prevot_594 (Strain: Prevot_594),40
1408545.0,4.023061737619094,Deinococcus-Thermus,Meiothermus terrae (Strain: DSM 26712),35
1408657.0,4.154812769704671,Fungi,Pneumocystis jirovecii (strain RU7) (Human pneumocystis pneumonia agent) (Strain: RU7),74
1408658.0,4.147070313157607,Fungi,Pneumocystis carinii (strain B80) (Rat pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. carinii) (Strain: B80),74
1408889.0,4.10930257608461,Firmicutes,Clostridium tyrobutyricum DIVETGP (Strain: DIVETGP),40
1408890.0,4.045043065163405,Proteobacteria,Rhodobacter sp. CACIA14H1,1
1409788.0,4.168462874593976,Bacteroidetes,Sunxiuqinia dokdonensis (Strain: SK),29
1409923.0,4.16343623190663,Proteobacteria,Acinetobacter baumannii MRSN 3527 (Strain: MRSN 3527),1
1410573.0,4.0576944552783045,Crenarchaeota,uncultured Acidilobus sp. MG,69
1410574.0,4.055826297263706,Crenarchaeota,uncultured Acidilobus sp. CIS,69
1410575.0,4.054543704589382,Crenarchaeota,uncultured Acidilobus sp. OSP8,69
1410576.0,4.057165836924479,Crenarchaeota,uncultured Acidilobus sp. JCHS,69
1410606.0,4.133102340007952,Thaumarchaeota,Candidatus Nitrosopelagicus brevis (Strain: U25),65
1410619.0,4.151112735734683,Proteobacteria,Serratia sp. DD3 (Strain: DD3),1
1410620.0,4.074087268041217,Proteobacteria,Shinella sp. DD12 (Strain: DD12),1
1410655.0,4.138831486378454,Firmicutes,Enterococcus faecalis PF3 (Strain: PF3),40
1410657.0,4.152081309732594,Firmicutes,Kandleria vitulina DSM 20405 (Strain: DSM 20405),40
1410950.0,4.158569788853811,Bacteroidetes,Tannerella sp. oral taxon BU063 isolate Cell 5,29
1411021.0,4.160338575165728,Bacteroidetes,Tannerella sp. oral taxon BU063 isolate Cell 6/7/9,29
1411120.0,4.125047579039518,Bacteroidetes,Hymenobacter mucosus (Strain: DSM 28041),29
1411148.0,4.157549151279317,Bacteroidetes,Tannerella sp. oral taxon BU063 isolate Cell 2,29
1411316.0,4.147719414476371,Bacteroidetes,Pedobacter sp.,29
1411621.0,4.111909601607577,Bacteroidetes,Hymenobacter sedentarius (Strain: DG5B),29
1411685.0,4.137679228385341,Proteobacteria,Gammaproteobacteria bacterium MOLA455 (Strain: MOLA455),1
1411902.0,4.054082904369495,Proteobacteria,Celeribacter manganoxidans (Strain: DY25),1
1412871.0,3.9832285885518663,environmental samples,uncultured archaeon A07HR67,0
1412872.0,3.935085895011476,environmental samples,uncultured archaeon A07HB70,0
1412873.0,4.031729606167557,environmental samples,uncultured archaeon A07HN63,0
1412874.0,4.058166582707872,environmental samples,uncultured archaeon A07HR60,0
1413187.0,4.137171129939358,Firmicutes,Lactobacillus fabifermentans DSM 21115 (Strain: DSM 21115),40
1413210.0,4.0990954712576,Firmicutes,Orenia metallireducens (Strain: MSL47),40
1413510.0,4.136276729534796,Firmicutes,Staphylococcus aureus C0673 (Strain: C0673),40
1414643.0,4.1482579559584165,Firmicutes,[Flavobacterium] thermophilum (Strain: NCTC11526),40
1414648.0,4.144561223652873,Firmicutes,Bacillus sp. SGD-V-76 (Strain: SGD-V-76),40
1414654.0,4.119624258676653,Proteobacteria,Oceanisphaera psychrotolerans (Strain: LAM-WHM-ZC),1
1414727.0,4.143834353304289,Bacteroidetes,Chryseobacterium artocarpi (Strain: UTM-3),29
1414836.0,4.065167502346833,Proteobacteria,Xanthomonas arboricola pv. pruni str. MAFF 311562 (Strain: MAFF 311562),1
1415161.0,4.033344536021071,Proteobacteria,Rhodobacter capsulatus Y262 (Strain: Y262),1
1415166.0,4.0131388060242426,Actinobacteria,Nocardia nova SH22a (Strain: SH22a),48
1415168.0,4.12740494378043,Firmicutes,Lactococcus lactis subsp. cremoris GE214 (Strain: GE214),40
1415541.0,3.976179439196088,Actinobacteria,Micromonospora sp. NRRL B-16802 (Strain: NRRL B-16802),48
1415542.0,3.980916851187041,Actinobacteria,Saccharothrix sp. NRRL B-16348 (Strain: NRRL B-16348),48
1415544.0,3.9940850676629434,Actinobacteria,Streptomyces sp. MMG1121 (Strain: MMG1121),48
1415545.0,3.975701647574755,Actinobacteria,Streptomyces sp. MMG1522 (Strain: MMG1522),48
1415546.0,4.006744573344537,Actinobacteria,Streptomyces sp. MMG1533 (Strain: MMG1533),48
1415549.0,3.999020194432668,Actinobacteria,Streptomyces sp. NRRL B-1140 (Strain: NRRL B-1140),48
1415551.0,3.9888801742554145,Actinobacteria,Streptomyces sp. WM4235 (Strain: WM4235),48
1415554.0,3.9818214512593664,Actinobacteria,Streptomyces sp. WM6368 (Strain: WM6368),48
1415557.0,4.006595857952767,Actinobacteria,Streptomyces sp. WM6378 (Strain: WM6378),48
1415558.0,4.010915757903252,Actinobacteria,Streptomyces sp. WM6386 (Strain: WM6386),48
1415561.0,3.9908096965869095,Actinobacteria,Streptomyces sp. XY332 (Strain: XY332),48
1415562.0,3.9546853634470627,Actinobacteria,Streptomyces sp. XY431 (Strain: XY431),48
1415568.0,4.136960973643297,Proteobacteria,Marinobacter sp. LV10R510-11A (Strain: LV10R510-11A),1
1415759.0,4.133014694125799,Firmicutes,Streptococcus pseudopneumoniae 22725 (Strain: 22725),40
1415761.0,4.132472116255811,Firmicutes,Streptococcus pseudopneumoniae 5247 (Strain: 5247),40
1415765.0,4.131743743965531,Firmicutes,Streptococcus mitis 21/39 (Strain: 21/39),40
1415766.0,4.131255312232415,Firmicutes,Streptococcus mitis 27/7 (Strain: 27/7),40
1415775.0,4.081743123650161,Firmicutes,Clostridium baratii str. Sullivan (Strain: Sullivan),40
1415776.0,4.131260580395295,Firmicutes,Streptococcus thermophilus TH1435 (Strain: TH1435),40
1415782.0,3.9990753667895014,Actinobacteria,Mycolicibacterium mucogenicum 261Sha1.1M5 (Strain: 261Sha1.1M5),48
1416533.0,4.149870450735858,Firmicutes,Fontibacillus phaseoli (Strain: CECT 8333),40
1416627.0,4.126846419112045,Proteobacteria,Oceanisphaera profunda (Strain: SM1222),1
1416753.0,4.0863497824278765,Proteobacteria,Ensifer adhaerens OV14 (Strain: OV14),1
1416776.0,4.140811750089687,Bacteroidetes,Chryseobacterium geocarposphaerae (Strain: DSM 27617),29
1416778.0,4.142203605839704,Bacteroidetes,Chryseobacterium arachidis (Strain: DSM 27619),29
1416779.0,4.131264829653566,Bacteroidetes,Chryseobacterium zeae (Strain: DSM 27623),29
1416801.0,4.161720207156432,Bacteroidetes,Cyclobacterium halophilum (Strain: IBRC-M 10761),29
1416803.0,4.061812446485627,Proteobacteria,Bordetella genomosp. 9 (Strain: AU21707),1
1416804.0,4.052809506994469,Proteobacteria,Bordetella genomosp. 10 (Strain: AU16122),1
1416805.0,4.064267999594072,Proteobacteria,Bordetella genomosp. 7 (Strain: AU18089),1
1416806.0,4.061214913459755,Proteobacteria,Bordetella genomosp. 8 (Strain: AU19157),1
1416808.0,4.0636198100177525,Proteobacteria,Bordetella genomosp. 11 (Strain: AU8856),1
1416969.0,4.0175823393845596,Euryarchaeota,Haloterrigena mahii (Strain: H13),63
1417296.0,4.051574331114407,Proteobacteria,Defluviimonas sp. 20V17 (Strain: 20V17),1
1417673.0,4.047457991114012,Euryarchaeota,Haloarcula hispanica N601 (Strain: N601),63
1417796.0,4.1597121315266605,Proteobacteria,Escherichia coli LAU-EC10 (Strain: LAU-EC10),1
1417985.0,4.151854196711045,Firmicutes,Bacillus thuringiensis LM1212 (Strain: LM1212),40
1418095.0,4.065047727573428,Proteobacteria,Xanthomonas arboricola pv. pruni MAFF 301420 (Strain: MAFF 301420),1
1418104.0,4.097172068015215,Firmicutes,Clostridium argentinense CDC 2741 (Strain: CDC 2741),40
1418105.0,4.0985106020307285,Proteobacteria,Rhizobium gallicum bv. gallicum R602 (Strain: R602),1
1419263.0,4.08334397426212,Proteobacteria,Bradyrhizobium sp. INPA54B (Strain: INPA54B),1
1419482.0,4.169393457843481,Bacteroidetes,Chitinophaga jiangningensis (Strain: DSM 27406),29
1419583.0,4.114805970595603,Proteobacteria,Pseudomonas mandelii PD30 (Strain: PD30),1
1419722.0,3.9936610324624287,Euryarchaeota,Halorubrum sp. SD626R (Strain: SD626R),63
1419814.0,4.131601346544966,Firmicutes,Streptococcus sp. VT 162 (Strain: VT 162),40
1419876.0,4.068576454474277,Proteobacteria,Blastomonas sp. CACIA14H2 (Strain: CACIA14H2),1
1420012.0,4.143216223208426,Proteobacteria,Klebsiella pneumoniae 30660/NJST258_1 (Strain: 30660/NJST258_1),1
1420013.0,4.141746153007203,Proteobacteria,Klebsiella pneumoniae 30684/NJST258_2 (Strain: 30684/NJST258_2),1
1420583.0,4.066685158400148,Proteobacteria,Sphingobium czechense LL01 (Strain: LL01),1
1420591.0,4.067262116433006,Proteobacteria,Novosphingobium barchaimii (Strain: 1192),1
1420851.0,4.163921055795708,Proteobacteria,Methyloprofundus sedimenti (Strain: WF1),1
1420891.0,3.9690554320285134,Actinobacteria,Micromonospora sp. S2509 (Strain: S2509),48
1420897.0,3.950348665019635,Actinobacteria,Micromonospora sp. S4605 (Strain: S4605),48
1420899.0,3.9747080789665037,Actinobacteria,Streptomyces klenkii (Strain: KCTC 29202),48
1420902.0,4.159041499626266,Fungi,Pseudogymnoascus sp. VKM F-4246 (Strain: VKM F-4246),74
1420906.0,4.157718569633308,Fungi,Pseudogymnoascus sp. VKM F-4281 (FW-2241) (Strain: VKM F-4281 (FW-2241)),74
1420907.0,4.158198605202527,Fungi,Pseudogymnoascus sp. VKM F-4513 (FW-928) (Strain: VKM F-4513 (FW-928)),74
1420909.0,4.161486594075251,Fungi,Pseudogymnoascus sp. VKM F-4515 (FW-2607) (Strain: VKM F-4515 (FW-2607)),74
1420910.0,4.158134458784549,Fungi,Pseudogymnoascus sp. VKM F-4516 (FW-969) (Strain: VKM F-4516 (FW-969)),74
1420911.0,4.158483731295352,Fungi,Pseudogymnoascus sp. VKM F-4517 (FW-2822) (Strain: VKM F-4517 (FW-2822)),74
1420912.0,4.159698713755061,Fungi,Pseudogymnoascus sp. VKM F-103 (Strain: VKM F-103),74
1420913.0,4.160565699725479,Fungi,Pseudogymnoascus sp. VKM F-4518 (FW-2643) (Strain: VKM F-4518 (FW-2643)),74
1420914.0,4.161292157756756,Fungi,Pseudogymnoascus sp. VKM F-4519 (FW-2642) (Strain: VKM F-4519 (FW-2642)),74
1420915.0,4.1620145664190185,Fungi,Pseudogymnoascus sp. VKM F-4520 (FW-2644) (Strain: VKM F-4520 (FW-2644)),74
1420917.0,4.130958685286379,Proteobacteria,Marinobacter salarius (Strain: SMR5),1
1421002.0,4.120057974539491,Thermotogae,Mesotoga sp. Brook.08.105.5.1 (Strain: Brook.08.105.5.1),37
1421003.0,4.117266899535995,Thermotogae,Mesotoga sp. H07.pep.5.3 (Strain: H07.pep.5.3),37
1421016.0,4.108895110906091,Firmicutes,Thermoanaerobacterium aotearoense SCUT27 (Strain: SCUT27),40
1423140.0,4.028348786283494,Actinobacteria,Gordonia alkanivorans CGMCC 6845 (Strain: CGMCC 6845),48
1423143.0,4.150186124875866,Firmicutes,Bacillus thuringiensis Bt18247 (Strain: Bt18247),40
1423144.0,4.094555373587172,Proteobacteria,Phaeobacter gallaeciensis DSM 26640 (Strain: DSM 26640),1
1423321.0,4.143415997669552,Firmicutes,Bacillus sp. SJS (Strain: SJS),40
1423322.0,4.132678969294976,Bacteroidetes,Flavobacterium sp. ABG (Strain: ABG),29
1423323.0,4.135282780171247,Bacteroidetes,Flavobacterium sp. AED (Strain: AED),29
1423351.0,4.160036790702797,Fungi,Rhizoctonia solani 123E (Strain: 123E),74
1423714.0,4.14212212411113,Firmicutes,Lactobacillus acetotolerans DSM 20749 = JCM 3825 (Strain: DSM 20749),40
1423715.0,4.13210549655634,Firmicutes,Lactobacillus acidifarinae DSM 19394 (Strain: DSM 19394),40
1423718.0,4.128518611801116,Firmicutes,Lactobacillus agilis DSM 20509 (Strain: DSM 20509),40
1423719.0,4.12467727291077,Firmicutes,Lactobacillus algidus DSM 15638 (Strain: DSM 15638),40
1423720.0,4.133214714833348,Firmicutes,Lactobacillus alimentarius DSM 20249 (Strain: DSM 20249),40
1423721.0,4.133611588887476,Firmicutes,Lactobacillus amylophilus DSM 20533 = JCM 1125 (Strain: DSM 20533),40
1423722.0,4.130623591157494,Firmicutes,Lactobacillus amylotrophicus DSM 20534 (Strain: DSM 20534),40
1423723.0,4.1515800714028375,Firmicutes,Lactobacillus amylovorus DSM 20531 (Strain: DSM 20531),40
1423724.0,4.13240995527436,Firmicutes,Lactobacillus apodemi DSM 16634 = JCM 16172 (Strain: DSM 16634),40
1423725.0,4.137168213132158,Firmicutes,Lactobacillus aquaticus DSM 21051 (Strain: DSM 21051),40
1423726.0,4.132328550007472,Firmicutes,Lactobacillus bifermentans DSM 20003 (Strain: DSM 20003),40
1423727.0,4.122040796746868,Firmicutes,Lactobacillus brantae DSM 23927 (Strain: DSM 23927),40
1423728.0,4.150876571459157,Firmicutes,Lactobacillus buchneri DSM 20057 (Strain: ATCC 4005),40
1423729.0,4.124022676469011,Firmicutes,Lactobacillus cacaonum DSM 21116 (Strain: DSM 21116),40
1423730.0,4.1272253386674205,Firmicutes,Lactobacillus camelliae DSM 22697 = JCM 13995 (Strain: DSM 22697),40
1423731.0,4.135617702523825,Firmicutes,Lactobacillus capillatus DSM 19910 (Strain: DSM 19910),40
1423732.0,4.130796071156289,Firmicutes,Lactobacillus casei DSM 20011 = JCM 1134 (Strain: DSM 20011),40
1423733.0,4.142259359767181,Firmicutes,Lactobacillus collinoides DSM 20515 = JCM 1123 (Strain: DSM 20515),40
1423734.0,4.135535140953463,Firmicutes,Lactobacillus composti DSM 18527 = JCM 14202 (Strain: DSM 18527),40
1423735.0,4.146940134486305,Firmicutes,Lactobacillus concavus DSM 17758 (Strain: DSM 17758),40
1423736.0,4.150274234046438,Firmicutes,Lactobacillus crispatus DSM 20584 = JCM 1185 (Strain: DSM 20584),40
1423738.0,4.140607686756526,Firmicutes,Lactobacillus dextrinicus DSM 20335 (Strain: DSM 20335),40
1423739.0,4.150710212754236,Firmicutes,Lactobacillus diolivorans DSM 14421 (Strain: DSM 14421),40
1423740.0,4.140822448687609,Firmicutes,Lactobacillus equi DSM 15833 = JCM 10991 (Strain: DSM 15833),40
1423742.0,4.1484550458800955,Firmicutes,Lactobacillus equigenerosi DSM 18793 = JCM 14505 (Strain: DSM 18793),40
1423743.0,4.149944289950405,Firmicutes,Lactobacillus farraginis DSM 18382 = JCM 14108 (Strain: DSM 18382),40
1423744.0,4.127757362349416,Firmicutes,Lactobacillus floricola DSM 23037 = JCM 16512 (Strain: DSM 23037),40
1423745.0,4.142796996769046,Firmicutes,Lactobacillus florum DSM 22689 = JCM 16035 (Strain: DSM 22689),40
1423746.0,4.170313393183468,Firmicutes,Lactobacillus frumenti DSM 13145 (Strain: DSM 13145),40
1423747.0,4.134050420037367,Firmicutes,Lactobacillus fuchuensis DSM 14340 = JCM 11249 (Strain: DSM 14340),40
1423748.0,4.1500363199723385,Firmicutes,Lactobacillus gallinarum DSM 10532 = JCM 2011 (Strain: DSM 10532),40
1423749.0,4.155279079836332,Firmicutes,Lactobacillus gastricus DSM 16045 (Strain: DSM 16045),40
1423750.0,4.1368435870201266,Firmicutes,Lactobacillus ghanensis DSM 18630 (Strain: DSM 18630),40
1423751.0,4.144070189775339,Firmicutes,Lactobacillus gigeriorum DSM 23908 = CRBIP 24.85 (Strain: CRBIP 24.85T),40
1423752.0,4.138505180489458,Firmicutes,Lactobacillus graminis DSM 20719 (Strain: DSM 20719),40
1423753.0,4.140222916956183,Firmicutes,Lactobacillus hammesii DSM 16381 (Strain: DSM 16381),40
1423754.0,4.1482280995099385,Firmicutes,Lactobacillus hamsteri DSM 5661 = JCM 6256 (Strain: DSM 5661),40
1423755.0,4.131272263324732,Firmicutes,Lactobacillus hayakitensis DSM 18933 = JCM 14209 (Strain: DSM 18933),40
1423757.0,4.151974318031333,Firmicutes,Lactobacillus hilgardii DSM 20176 = ATCC 8290 (Strain: ATCC 8290),40
1423758.0,4.145311165834353,Firmicutes,Lactobacillus hominis DSM 23910 = CRBIP 24.179 (Strain: CRBIP 24.179T),40
1423759.0,4.128556718491712,Firmicutes,Lactobacillus hordei DSM 19519 (Strain: DSM 19519),40
1423760.0,4.13530453369343,Firmicutes,Lactobacillus ingluviei DSM 15946 (Strain: DSM 15946),40
1423761.0,4.143563530139332,Firmicutes,Lactobacillus intestinalis DSM 6629 (Strain: DSM 6629),40
1423763.0,4.145164499669487,Firmicutes,Lactobacillus kalixensis DSM 16043 (Strain: DSM 16043),40
1423765.0,4.135558990736874,Firmicutes,Lactobacillus paralimentarius DSM 13961 = JCM 10707 (Strain: DSM 13961),40
1423766.0,4.147955109738864,Firmicutes,Lactobacillus kisonensis DSM 19906 = JCM 15041 (Strain: DSM 19906),40
1423767.0,4.150056735888701,Firmicutes,Lactobacillus kitasatonis DSM 16761 = JCM 1039 (Strain: DSM 16761),40
1423768.0,4.133863146878489,Firmicutes,Lactobacillus kunkeei DSM 12361 = ATCC 700308 (Strain: DSM 12361),40
1423769.0,4.137124043732118,Firmicutes,Lactobacillus manihotivorans DSM 13343 = JCM 12514 (Strain: DSM 13343),40
1423770.0,4.137350907630674,Firmicutes,Lactobacillus mindensis DSM 14500 (Strain: DSM 14500),40
1423771.0,4.159789825822431,Firmicutes,Lactobacillus mucosae DSM 13345 (Strain: DSM 13345),40
1423772.0,4.131384554419087,Firmicutes,Lactobacillus murinus DSM 20452 = NBRC 14221 (Strain: DSM 20452),40
1423773.0,4.134816508200396,Firmicutes,Lactobacillus namurensis DSM 19117 (Strain: DSM 19117),40
1423774.0,4.138795481579998,Firmicutes,Lactobacillus nantensis DSM 16982 (Strain: DSM 16982),40
1423775.0,4.136451339061317,Firmicutes,Lactobacillus nodensis DSM 19682 = JCM 14932 = NBRC 107160 (Strain: DSM 19682),40
1423776.0,4.135802217277564,Firmicutes,Lactobacillus odoratitofui DSM 19909 = JCM 15043 (Strain: DSM 19909),40
1423777.0,4.131891640496646,Firmicutes,Lactobacillus oeni DSM 19972 (Strain: DSM 19972),40
1423778.0,4.136619600552573,Firmicutes,Lactobacillus oligofermentans DSM 15707 = LMG 22743 (Strain: DSM 15707),40
1423779.0,4.1556055997758365,Firmicutes,Lactobacillus oris DSM 4864 (Strain: DSM 4864),40
1423780.0,4.149066450906988,Firmicutes,Lactobacillus otakiensis DSM 19908 = JCM 15040 (Strain: JCM 15040),40
1423781.0,4.125087897432722,Firmicutes,Lactobacillus ozensis DSM 23829 = JCM 17196 (Strain: DSM 23829),40
1423782.0,4.164116222257016,Firmicutes,Lactobacillus panis DSM 6035 (Strain: DSM 6035),40
1423783.0,4.1272805372532275,Firmicutes,Lactobacillus pantheris DSM 15945 = JCM 12539 = NBRC 106106 (Strain: DSM 15945),40
1423784.0,4.14745090795741,Firmicutes,Lactobacillus parabuchneri DSM 5707 = NBRC 107865 (Strain: DSM 5707),40
1423785.0,4.140404800426014,Firmicutes,Lactobacillus paracollinoides DSM 15502 = JCM 11969 (Strain: DSM 15502),40
1423786.0,4.15057779565846,Firmicutes,Lactobacillus parafarraginis DSM 18390 = JCM 14109 (Strain: DSM 18390),40
